"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"UCA1",572.466936338822,1.67688605291012,0.481206059477092,3.48475672715411,0.000492584667923972,0.0415336700233259
"LINC01913",13.1804937435119,-2.55218290511451,0.669537719279477,-3.8118582891208,0.000137925948057319,0.0209068457268976
"C20orf202",18.8761255689187,1.23829878050969,0.30350491826418,4.07999576280948,4.50365216992051e-05,0.0111484910853645
"AL031777.1",11.209834019421,1.35895100242047,0.367304656166594,3.69979247364648,0.000215775840860169,0.0272906258260007
"AL354707.1",192.948087804053,-1.13192381410235,0.318265707884943,-3.5565371513778,0.000375775360414707,0.0375552735784423
"AC023590.1",15.7974103984134,-2.60557044778748,0.510232792607399,-5.10663070962658,3.27953782497987e-07,0.000324286662930055
"RPL3P1",12.970054144416,-1.87894839170772,0.477070086683334,-3.93851646572616,8.19869686326171e-05,0.0155090827446431
"LNC-LBCS",35.9974457011937,-1.4489760713327,0.380544254173361,-3.80764143839262,0.000140298498478008,0.0210486450751076
"CES1P1",15.5431440890098,2.76297671476169,0.708426184520912,3.90016176015602,9.61284392236746e-05,0.0168643392489663
"EPHA1-AS1",21.8595998168836,-1.42080893691029,0.380305819852448,-3.73596422337565,0.000186997255750593,0.0252666975254559
"ORM1",30.8513681936528,-3.01599711491795,0.802767992795066,-3.75699721711238,0.000171964408212931,0.0236766692168614
"PTMAP4",74.4790021493616,-1.16504460014348,0.332269952594711,-3.50631945815623,0.000454349551091082,0.0405606830707008
"DLG3-AS1",6.62271184872699,-1.49135775434627,0.386704357063877,-3.85658378837433,0.000114982696701035,0.0184397738826484
"CHRM3-AS2",35.528067072543,-1.57276071365535,0.442662132575239,-3.55295969073665,0.000380922829702991,0.0376663419879948
"AL391845.2",19.9428964904247,1.66596010715249,0.420374847771394,3.96303469625866,7.40030216500358e-05,0.0146349787283715
"AC022018.1",9.93320331960507,-1.41884913549513,0.407872791239434,-3.47865600738791,0.000503935014958755,0.0419476570810571
"LNCTAM34A",23.6354800671817,-1.06448554115433,0.261913354544941,-4.06426599744716,4.81838514987226e-05,0.011646572283369
"ANKRD65",65.2966317638137,1.33240894998731,0.324478745505335,4.10630578564475,4.02037189382212e-05,0.0104108591114817
"EGOT",7.6985992723912,-1.61629127962838,0.414013240615213,-3.90396035939965,9.46312872772163e-05,0.0167366587270615
"MAP3K20-AS1",93.3724411464688,-1.74969666718408,0.513687048326427,-3.40615297365298,0.000658852513431916,0.0490845122506778
"Z68871.1",41.4229497617843,-1.55214498865299,0.390565856031209,-3.97409288263274,7.0647991348543e-05,0.0144088208146508
"PCDHGC3",280.558728439719,1.30826267572485,0.33105221696667,3.95183179170967,7.75552486585506e-05,0.0150637221367688
"L1TD1",1734.00231050171,-2.36198874465345,0.651990362748702,-3.62273567157593,0.000291503666604296,0.0336026234338316
"LINC00877",9.81316942341581,-1.49490760875846,0.403087747227268,-3.70864065961203,0.00020837489582261,0.0268685968327923
"XACT",224.979217693954,-3.22785676484658,0.593362922336947,-5.43993674585148,5.32994918331771e-08,7.24673215836834e-05
"AP000787.1",55.4688386368005,-1.39148350544659,0.354635031211836,-3.9237057340097,8.71972341653995e-05,0.0158074052669508
"AC124852.1",7.69999253080345,2.59979446414539,0.555916110115235,4.67659493373286,2.91677601273989e-06,0.0017149066319228
"LINC00942",39.774094742246,1.77205217610318,0.503375901362405,3.52033573976636,0.00043100085840427,0.0400553951160196
"ZNF564",18.6099327473933,-1.39634381828645,0.35894768873632,-3.89010394022121,0.000100201293845915,0.0174382315705923
"SCARNA6",33.3320223153803,-3.15711859908894,0.638562621089278,-4.94410179177642,7.64957285563501e-07,0.00055469602633828
"WTAPP1",25.0610417087415,-1.68650799834827,0.448452170666967,-3.76073104036934,0.000169417514424939,0.0236250551846162
"AC083805.2",8.69177913320052,-1.6461723917456,0.479828657699058,-3.4307504675514,0.000601914011505844,0.0471314041802416
"ZNF578",35.2242263796783,-1.82812414093416,0.524226015327949,-3.48728236959112,0.00048795587463444,0.0415336700233259
"LINC00520",15.8209528169728,1.85810545647885,0.452799866836592,4.10359099586354,4.06786349395949e-05,0.0104108591114817
"TMEM179",6.66939474792129,1.85346280191127,0.440083303484609,4.2116180896558,2.53547948632564e-05,0.00776856630218702
"AP006545.1",16.5143149953037,-1.61142244261587,0.399157230117189,-4.03706189198369,5.41247933494677e-05,0.0123940079423613
"AC064805.1",12.9647503332474,-1.80468719554564,0.493095587766784,-3.65991349409354,0.00025230040854007,0.0301568301504433
"LINC02177",54.9721593850122,-1.41819940179971,0.407765253985016,-3.47798000918397,0.00050520760114172,0.0419476570810571
"TMEM231P1",47.3547147943947,-1.66569136026432,0.417795433467362,-3.98685870364939,6.69538715351519e-05,0.0141409176832592
"AC127521.1",54.3593843092123,-1.00240749569091,0.29282885772832,-3.42318548611392,0.000618918284792348,0.0477104245611959
"MTCO1P40",147.477194811677,2.97682107351279,0.470825785034883,6.32255319935853,2.57276404781591e-10,7.99541558516962e-07
"MIR3189",27.3404102938427,-1.55603822942298,0.410123661110404,-3.794070854654,0.000148197353931406,0.0217830083609717
"LINC01443",58.3217524858482,-2.60978600516195,0.672442409056684,-3.88105504651767,0.000104004294997536,0.0177497052847673
"AC079466.1",21.3202910959068,-4.31601432163666,0.787447815676691,-5.48101631081128,4.22889488569737e-08,6.13302528956404e-05
"AC004890.3",12.2396860029951,-1.76774073398948,0.458444760699676,-3.85595143740231,0.000115280373634283,0.0184397738826484
"AC108865.2",28.9022092660528,-3.45273695581165,0.839576825116325,-4.11247291792894,3.91443402143753e-05,0.0103847070368722
"AC058791.1",24.615985682987,-1.9345518749115,0.565417360785541,-3.42145821667697,0.000622862948210886,0.0477104245611959
"BX322562.1",11.9030583082226,1.2412018921985,0.364330165141293,3.40680517551201,0.00065728025495458,0.0490845122506778
"PRSS2",1003.91861472379,-4.78428993494305,0.740831545959928,-6.45799974506193,1.06095920680245e-10,4.6160213169561e-07
"C17orf78",87.4121036348278,-4.60231245973224,0.765247898679446,-6.01414583127147,1.80837663517416e-09,4.37104725795318e-06
"RN7SL3",51.6220078681327,-2.00120715960382,0.531736562604696,-3.76353123020347,0.000167530793999839,0.0235126767269193
"AL136531.3",15.1643584485556,-1.99976524325214,0.5449955557381,-3.6693239462179,0.000243192750466615,0.0293911949647264
"AC079753.1",19.0054881741085,-2.24496172083577,0.608665684385265,-3.68833298546002,0.000225728118610104,0.028221203978415
"AC007878.1",15.4175663091799,-1.55365704004857,0.441610213019123,-3.51816374314986,0.000434544141186937,0.0400553951160196
"AP000547.3",11.6187941289102,1.49675654855748,0.436631137219591,3.42796566934878,0.000608122357001525,0.0473567904064797
"LINC02009",52.9752113821274,-1.75340374362208,0.434149782085046,-4.03870695316533,5.37466614020228e-05,0.0123940079423613
"HULC",104.904475985845,-1.55910347556327,0.376604959889372,-4.13989097759429,3.47470917636741e-05,0.00944860292783709
"AC108053.1",13.4662907527472,-1.74582563475594,0.480374519924716,-3.63430107623015,0.000278735217427636,0.0326000318275312
"AL121933.2",18.6748700071774,-1.42380969727434,0.40463187334347,-3.51877790918795,0.000433539474671673,0.0400553951160196
"AC006525.1",26.0130909593661,-1.60339389313072,0.4419293555244,-3.62816788042539,0.000285439637759245,0.0332056357209338
"AL021978.1",23.007563071645,-2.30431773745844,0.468767875928649,-4.91569037851301,8.84701279511163e-07,0.00062083198820922
